,0
0,2.05
1,1.0499999999999996
2,2.05
3,1.0499999999999998
4,3.05
5,3.05
6,3.05
7,1.0499999999999994
8,3.05
9,2.0499999999999994
10,3.05
11,2.0500000000000003
12,4.050000000000001
13,2.0499999999999994
14,3.0500000000000003
15,1.0499999999999998
16,6.05
17,2.05
18,1.0499999999999998
19,4.050000000000001
20,1.0499999999999998
21,6.05
22,5.049999999999999
23,1.0499999999999998
24,7.05
25,3.0500000000000007
26,3.05
27,5.050000000000001
28,5.05
29,1.0500000000000007
30,2.05
31,3.05
32,6.050000000000001
33,3.0500000000000007
34,2.0500000000000016
35,2.0500000000000007
36,6.050000000000002
37,2.0500000000000007
38,1.0500000000000007
39,4.050000000000002
40,1.0500000000000007
41,4.050000000000001
42,1.0500000000000007
43,3.0500000000000007
44,7.050000000000001
45,6.050000000000001
46,3.0500000000000007
47,3.0500000000000007
48,1.0500000000000007
49,5.050000000000001
50,3.0500000000000007
51,7.050000000000002
52,3.0500000000000007
53,2.0500000000000007
54,3.0500000000000007
55,3.0500000000000007
56,2.0500000000000007
57,6.050000000000001
58,4.050000000000001
59,2.0500000000000007
60,4.050000000000001
61,1.0500000000000007
62,3.0500000000000007
63,2.0500000000000007
64,4.050000000000001
65,7.050000000000001
66,3.0500000000000007
67,3.0500000000000007
68,2.0500000000000007
69,8.05
70,1.0500000000000007
71,3.0500000000000007
72,3.0500000000000007
73,4.050000000000001
74,5.050000000000001
75,3.0500000000000007
76,6.050000000000001
77,2.0500000000000007
78,6.050000000000001
79,1.0500000000000007
80,1.0500000000000007
81,2.0500000000000007
82,3.0500000000000007
83,2.0500000000000007
84,6.050000000000001
85,2.0500000000000007
86,1.0500000000000007
87,3.0500000000000007
88,4.050000000000001
89,2.0500000000000007
90,4.050000000000001
91,6.050000000000001
92,8.05
93,3.0500000000000007
94,3.0500000000000007
95,1.0500000000000007
96,3.0500000000000007
97,2.0500000000000007
98,6.050000000000001
99,6.050000000000001
100,7.050000000000001
101,4.050000000000001
102,3.0500000000000007
103,3.0500000000000007
104,3.0500000000000007
105,1.0500000000000007
106,2.0500000000000007
107,3.0500000000000007
108,3.0500000000000007
109,4.050000000000001
110,4.050000000000001
111,6.050000000000001
112,5.050000000000001
113,6.050000000000001
114,1.0500000000000007
115,2.0500000000000007
116,2.0500000000000007
117,3.0500000000000007
118,4.050000000000001
119,6.050000000000001
120,4.050000000000001
121,2.0500000000000007
122,5.050000000000001
123,2.0500000000000007
124,4.050000000000001
125,3.0500000000000007
126,6.050000000000001
127,7.050000000000001
128,3.0500000000000007
129,2.0500000000000007
130,4.050000000000001
131,5.050000000000001
132,1.0500000000000007
133,7.050000000000001
134,2.0500000000000007
135,4.050000000000001
136,2.0500000000000007
137,4.050000000000001
138,4.050000000000001
139,3.0500000000000007
140,8.05
141,1.0500000000000007
142,1.0500000000000007
143,1.0499999999999972
144,2.0500000000000007
145,7.049999999999997
146,1.0499999999999972
147,1.0499999999999972
148,4.050000000000001
149,1.0499999999999972
150,6.049999999999997
151,5.049999999999997
152,6.050000000000001
153,5.049999999999994
154,1.0499999999999972
155,2.0499999999999936
156,5.049999999999997
157,3.049999999999997
158,5.049999999999997
159,6.049999999999997
160,2.049999999999997
161,8.049999999999997
162,1.0499999999999972
163,6.049999999999994
164,4.050000000000001
165,6.049999999999994
166,3.049999999999997
167,6.050000000000001
168,3.049999999999997
169,1.0499999999999972
170,6.049999999999994
171,2.049999999999997
172,3.049999999999997
173,2.049999999999997
174,4.049999999999997
175,2.049999999999997
176,6.049999999999997
177,5.049999999999997
178,2.049999999999997
179,6.049999999999997
180,4.049999999999997
181,3.049999999999997
182,7.049999999999997
183,5.049999999999997
184,2.049999999999997
185,5.049999999999997
186,1.0499999999999972
187,2.049999999999997
188,4.049999999999997
189,1.0499999999999972
190,1.0499999999999972
191,6.049999999999997
192,3.049999999999997
193,1.0499999999999972
194,4.049999999999997
195,3.049999999999997
196,5.049999999999997
197,3.049999999999997
198,2.049999999999997
199,4.049999999999997
200,3.049999999999997
201,8.049999999999997
202,2.049999999999997
203,6.049999999999997
204,5.049999999999997
205,2.049999999999997
206,2.049999999999997
207,8.049999999999997
208,2.049999999999997
209,7.049999999999997
210,6.049999999999997
211,2.049999999999997
212,1.0499999999999972
213,2.049999999999997
214,5.049999999999997
215,3.049999999999997
216,2.049999999999997
217,4.049999999999997
218,3.049999999999997
219,6.049999999999997
220,3.049999999999997
221,5.049999999999997
222,2.049999999999997
223,3.049999999999997
224,2.049999999999997
225,5.049999999999997
226,2.049999999999997
227,2.049999999999997
228,6.049999999999997
229,2.049999999999997
230,2.049999999999997
231,1.0499999999999972
232,3.049999999999997
233,3.049999999999997
234,2.049999999999997
235,4.049999999999997
236,6.049999999999997
237,6.049999999999997
238,2.049999999999997
239,2.049999999999997
240,1.0499999999999972
241,4.049999999999997
242,1.0499999999999972
243,6.049999999999997
244,1.0499999999999972
245,6.049999999999997
246,4.049999999999997
247,1.0499999999999972
248,5.049999999999997
249,3.049999999999997
250,6.049999999999997
251,2.049999999999997
252,4.049999999999997
253,2.049999999999997
254,3.049999999999997
255,5.049999999999997
256,3.049999999999997
257,1.0499999999999972
258,5.049999999999997
259,3.049999999999997
260,5.049999999999997
261,3.049999999999997
262,3.049999999999997
263,3.049999999999997
264,2.049999999999997
265,1.0499999999999972
266,7.049999999999997
267,3.049999999999997
268,8.049999999999997
269,1.0499999999999972
270,2.049999999999997
271,3.049999999999997
272,2.049999999999997
273,3.049999999999997
274,1.0499999999999972
275,1.0499999999999972
276,2.049999999999997
277,1.0499999999999972
278,3.049999999999997
279,3.049999999999997
280,6.049999999999997
281,1.0499999999999972
282,6.049999999999997
283,5.049999999999997
284,2.049999999999997
285,3.049999999999997
286,1.0499999999999972
287,2.049999999999997
288,3.049999999999997
289,2.049999999999997
290,3.049999999999997
291,4.049999999999997
292,2.049999999999997
293,6.049999999999997
294,3.049999999999997
295,1.0499999999999972
296,7.049999999999997
297,6.049999999999997
298,6.049999999999997
299,2.049999999999997
300,6.049999999999997
301,1.0499999999999972
302,5.049999999999997
303,1.0499999999999972
304,3.049999999999997
305,1.0499999999999972
306,4.049999999999997
307,3.049999999999997
308,3.049999999999997
309,2.049999999999997
310,6.049999999999997
311,4.049999999999997
312,2.049999999999997
313,2.049999999999997
314,1.0499999999999972
315,2.049999999999997
316,2.049999999999997
317,7.049999999999997
318,5.049999999999997
319,4.049999999999997
320,7.049999999999997
321,8.049999999999997
322,2.049999999999997
323,1.0499999999999972
324,3.049999999999997
325,8.049999999999997
326,1.0499999999999972
327,3.049999999999997
328,7.049999999999997
329,5.049999999999997
330,3.049999999999997
331,2.049999999999997
332,1.0499999999999972
333,5.049999999999997
334,4.049999999999997
335,2.049999999999997
336,3.049999999999997
337,2.049999999999997
338,1.0499999999999972
339,8.049999999999997
340,6.049999999999997
341,5.049999999999997
342,3.049999999999997
343,5.049999999999997
344,3.049999999999997
345,3.049999999999997
346,1.0499999999999972
347,8.049999999999997
348,2.049999999999997
349,7.049999999999997
350,2.049999999999997
351,3.049999999999997
352,3.049999999999997
353,4.049999999999997
354,2.049999999999997
355,7.049999999999997
356,3.049999999999997
357,3.049999999999997
358,6.049999999999997
359,5.049999999999997
360,2.049999999999997
361,1.0499999999999972
362,3.049999999999997
363,3.049999999999997
364,2.049999999999997
365,8.049999999999997
366,2.049999999999997
367,3.049999999999997
368,1.0499999999999972
369,2.049999999999997
370,7.049999999999997
371,3.049999999999997
372,1.0499999999999972
373,2.049999999999997
374,6.049999999999997
375,3.049999999999997
376,1.0499999999999972
377,3.049999999999997
378,4.049999999999997
379,1.0499999999999972
380,7.049999999999997
381,3.049999999999997
382,4.049999999999997
383,2.049999999999997
384,3.049999999999997
385,1.0499999999999972
386,3.049999999999997
387,7.049999999999997
388,1.0499999999999972
389,1.0499999999999972
390,7.049999999999997
391,4.049999999999997
392,2.049999999999997
393,3.049999999999997
